Comments,Target
['You can compliment your daughter than shes pretty After all daughters are their fathers little princesses but LINES DRAW THE LINES SIR'],0
['Lol wtf dude'],0
['Sweet home Alabama'],0
['She sits there and takes it and even defends him makes you wonder whats really going on between them'],0
['Predator in chief'],0
['Its not sexist you dummies its incest '],1
['the older lady at 106 is pretty as well'],0
['Can we make a documentary called Surviving Donald Trump'],1
['Please people do not pick him for 2020'],0
['she needs to stay out of the white house she do not need to know everything'],0
['This is Americas president everyone congratulations you fucked up'],0
['I bet he wears her underwear '],1
['I feel half bad for America'],0
['Omg this is so uncomfortable lol'],0
['I just wanna ask how can a person say that about their own child '],0
['he call her a piece of ass i LOL'],0
['Trump is horrible'],1
['Good thing im not American'],1
['Hes a pervert'],1
['Lol not even a big deal'],0
['Naughty by Nature'],0
['Pedophile Tendencies '],1
['SWEEET HOME ALABAMA'],0
['Why the fuck is Ivanka Trump in the Trunk of my car'],1
['Why tf is this perv out president'],1
['I cant believe him  IM OUTRAGED  you dummies'],1
['so whens this guy gonna be assassinated'],1
['sex'],0
['yall know he molested her'],1
['Look at this this is BS this shouldnt be our president yeah he is not sexist he is a bad father'],1
['FamilyValues'],0
['One word'],0
['Wrong'],0
['Im getting mad incest vibes here'],1
['This is disgusting'],0
['Oh my gosh my parents think this guy is so wonderful but he is so sick  How can someone look at their daughter in that way I hope we get a better president'],1
['Fucking Die America You are Scum that needs to be ended'],1
['Trump shares sex in common with his daughter'],1
['She is fit though'],0
['EEEEEEEEEEEEEEEEEEEEEEEEEEEEWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW'],0
['Multiple times she just laughs obviously he has touched her in ways where she became okay with it If thats how he touches her in front of cameras wonder what he does when theres no cameras'],0
['LOL trumpies will still back him up'],1
['Edgy humor triggers the libtardsGood'],1
['yes she is more than pretty  but why u go about it so long'],0
['Obama says these same comments about his own daughters'],1
['Just kidding I just wanted to make you think about how people would react if he did'],0
['What can we say  Half of us love grabbing our own daughters by the pussy and fucking them so we voted for him'],1
['FAMILY STROKE'],0
['hora for incest'],1
['is Trump rally Support this kinda shitHUH'],1
['What a pig he is'],1
['Wow Donald is sick  What Father talks about his daughter in this manner unless he wants to actually have sex  Hes clearly into his daughter  Sick son of a bitch'],1
['thats what when there is no islam a complete regionthere remains no difference between father and husband or some other you call and father would have a weird look on her daughter like trump'],1
['Low class'],1
['Great piece of ass and he has sex in common with his daughters'],1
['Oh come on Look at all of the people that voted for him They are all obvious inbreds So he fucked his daughter no biggie for them 110 of his sheep are probably banging one of their kids right now Thats why they love him Stopbangingyourfamilyrightnow'],1
['WTF'],0
['I met him he said I had a ass but Im 11 years old like why'],0
['Fake newsCNN'],1
['lmaooo this shit got me so uncomfortable locker room talk with his daughter'],0
['He greeds his daughter by touching her ass Da faq'],1
['He would fuck his daughter if she would let him  Maybe he has already but this is clearly creepy'],1
['Gita Persaud at Facebook authorities medical and courts are corrupted imagine the president'],1
['Presidents are revolting become presidents for recognition power not the people they sell people dreams talk a good one then do shit'],0
['A horrible president Gita Persaud at Facebook the country needs financial assistance  jobs lower prices not promises broken promises'],1
['The wore wants to be center of attention shit mouth racist'],1
['Racist the revolting Trumps'],1
['He f his own daughter'],1
['This is the trumps relationship with his daughter'],0
['Oh my god s3x'],0
['I hate that guy'],0
['So out of all the things you and your daughter have in common is sex '],1
['Sarcasm No thats not creepy at all Then ya let Stern say ya daughter is a piece of ass and you agree'],0
['And then the people on here thats defending him saying its all right just cause ya like him and voted him your President are some real idiots What has happened to my USA  Are there any true Americans besides me If so wave your flag three times    '],1
['At this level they are all pedos but thats what you want pedos with rights to love children So why is this an issue if you want them to have rights to love who they want I think it disgusting but i am just a useless eater right'],1
['I think Tiffany is hotter and more friendly'],1
['The whole thing What do you have in common question and Trump answering with sex was really crossing the line I truly believe they have an incestuous relationship and that hes been fucking her for years This goes deeper however Like most children of the elite shes an MK ULTRA programmed sex kitten and her father is her long time handler'],1
['Did he just grab her ass'],1
['This man is sick yall voted him in'],1
['She clearly sucks his microcock'],1
['He wants to fuck her'],1
['sick white old man'],0
['Making America great again'],1
['shes skinny not voluptuous'],0
['Man this is shockingnow a paedo has become holder of highest public office in usa'],1
['If that was Obama or Bernie saying that theyd crucify them but then again Dumps supporters are most likely into incest themselves  shelbyville if you watch the Simpsons you know why the hashtag '],0
['shame on trump pig he is beats talking nonsense about her own daughter  what would he do with others daughters'],1
['What a family We all know this senil man wet dream is to bang his daughter and the guy is the President of the USA The times we live on'],1
['scumbag trumps precious piece of ass'],1
['Maybe he doesnt know how too socialize with women without thinking about sex'],0
['God help this nation'],0
['Sounds like incest within the family'],1
['What a stupid president'],1
[' From India'],0
['you guys did this you made him president'],0
['Years ago we had inbred monarchs Nowadays we just elect people who want to inbreed'],1
['Trump is the Antichrist I have the proofs'],1
['Israel is the Synagogue of Satan and you will see in time i was right'],1
['How on earth did this clown become president'],1
['sick'],0
['GROOOOOSSSSS who talks about their daughter like this a perv a goof a diddler THATS WHO'],1
['hes gross hes been doing her for a long time you can tell'],0
['nasty'],0
['HelloDrMagbu i want to thank you for the returning spell you did for memy girl friend is back to me after using you returning love spell thank you so muchi we never forget this great happiness you brought to my life if you are in need of this powerful spell caster you can reach him through this Email addressreunitingexspellgmailcom or WHATSAPP 971551269741'],0
['Hes disgusting The only reason why he supports her is because he objectifies her just like he does Melania thats why he married her because otherwise he hates immigrants and can barely understand her but she puts up with him and is attractive to him so why not right'],0
['Most fathers wouldnt take kindly to another man referring to his daughter as a piece of ass'],0
['This absolutes disgusts me '],0
['pukes'],0
['Look sometimes trumph gives very motivational speeches and does good work too but then why he makes such lewid comments is beyond me'],0
['Is the guy having some mental problem'],1
['The fact that this sick disgusting mutated orange freak is our president is even worse'],1
['What the '],0
['If any normal nonrich man said any of this shttt publicly about his daughter he would be dragged off in cuffs and put under a restraining order'],1
['Interviewer What do you and your daughter have in common'],1
['Pervert Trump shouting SEX'],0
['I heard the pervert Trump say worse things about his daughter SICK and EVIL'],1
['Incestuous Sexual Predator of his own daughter'],1
['Hold your dougther ivanka dont let her to escape to king by to doomsday time date Mr President '],0
['httpsyoutube3CVf8XrVBIc'],0
['Obama already dead MOBILY control informed where the security holders from all angles '],1
['alanoodorg '],1
['The White House '],0
['worldbank '],0
['SIS '],1
['MOBILY '],0
['STC '],0
['Zain'],0
['PERVERT he looks at her sexually'],0
['Sicko'],0
['Couple to '],0
['httpsyoutube6H31U1KDmVU'],0
['Look for names '],0
['worldbank '],0
['president Trump News'],0
['Up to you Mr ally  '],0
['httpsyoutubexsKcJTDxjQ8'],0
['The White House if not accepted which one lost '],0
['alanoodorg '],0
['idfonline '],0
['CNN '],0
['worldbank '],0
Alibaba group,0
['Thats disturbing I mean hes done some good things for this country but the stuff he says is wayyyy over the line'],0
['Incestuous pig'],1
['Hes a human cancer cell'],1
['ivanka trump is after your stupid man if you ever fall victim to a stroke together with your husband the world would have a holiday more'],1
['I wouldnt be surprised if he molested her as a kid'],1
['Soooo what excuse does trump lovers have on this Oh ik what they will say fake news right '],0
['Hes proud of her'],0
['This dude is president barfff'],1
['Does this guy EVER thinkGeez I shoudnt have said that  I mean how disconnected can you get'],0
['I believe shes on the Pee Tape'],1
['fucking hell that country is a joke'],0
['I have no words to describe that pig according to that bimbo he have respect for women ha doesnt eve have respect for his daughter I think something is very wrong with both of them and they relation'],0
['Why is it bad though  '],0
['shes fine with it '],1
['he said if he wAsnt her father '],0
['What '],0
['you guys know many people do this '],1
['Why is it that Trump gets called out for it and attacked '],1
['117  OMG  sex'],0
['Looks nothing like him'],1
['How a father can say such type  of words for a daughter Thanks god that I am Indian and in India father and mother are treated as  live god of  their kidsbut I cant understand that why people of western country have no such type'],1
['OMG here trump wants to fuck his daughter and brett is going to be supreme court justice does anyone else feel like sick to their stomach'],0
['How does the news lady do this with a straight face'],0
['I got a Donald trump build the wall ad right before this and I didnt skip it'],0
['I have my rights to call this man a pedophile'],1
['The trumps are idiot trashy crooks with money'],1
['DONALD DUMP IS A VERY SICK MENALITY A VERY SICK DANGEROUS MAN'],1
['Well there is the similarity among me and Trumpboth of us wants to make love with Ivanka but only in my case that would be legal lol'],1
['Fake news'],0
['Trump is a sick old man we gotta get those kids in therapy Its about time Get that fucker off stage and help the kids'],1
['Read this Watch this'],0
['Trump banging his daughter I aint mad at him'],1
['What a sick fuck i wouldnt be surprised if he has been molesting her and this is our president now disgusting'],0
['What in the Alabama'],1
['People in jail right now for sexually abuse rape never gave prosecutors this kind of evidence'],1
['Ive known my father for like my whole lifeI think Im going to throw right up now What is this shit'],0
['I dont believe this'],0
['Shes not that beautiful'],0
['come on folks'],0
['look the other way the economy is great the rich is getting richer and the tax cuts have kept whiners quiet so far'],0
['even the Christians are happy with  the president  something we RARELY see anymore'],0
['Why so much antagonism towards him'],0
['This is America'],0
['GUESS HIS MONEY KEEP N '],1
['HER LOYALSADHIS SECRET IS SAFE WIT HERDAZ Y SHE WORK WIT HIMSICK PUPPIES'],1
['EAT KINDA WOMEN ARE DEYMELANIIS HIS SIDE PIECELOL'],1
['yeesh'],0
['Trudeau may be a wimp but at least hes not a sexual predator like our president'],1
['Trump I was going to say sex but '],1
['Me Goes to comments'],0
['If you think this is inappropriate checkout joe Biden'],1
['It would be embarrassing if I were here'],0
['This is disgusting'],0
['And he basically said hes not as proud of his other daughter because shes uglier'],1
['LMAO'],0
['A dam walking joke'],0
['And that aint supposed to be fucking funny'],0
['I feel bad for Americans'],0
['Ivanka looks the way sugar daddy wants her to look  that way he payed for it'],1
['Where was THIS when the election was going on'],0
['Why is he President again Its been probably 2 years and Im still confused to this day'],0
['Thats toooo disgusting and Nasty '],0
['The 685 dislikers are the blind Trump supporters'],1
['USA is run by a Paedophile President'],1
['His  daughter seems to be mind controlled coz no conscious women or girl would ever  smile or feel okay with such kind of treatment by her father'],0
['This is just down right DISGUSTING No father should be looking at his daughter with sexual thoughts in mind or If I wasnt her father That is just plain gross'],0
['That is the president of USA lol lol lol'],1
['All yall no life cunts getting mad over him being incestious'],1
['im just laughing at how bad people are at pronouncing Ivanka'],0
['Donald Trump loves himself and extensions of himself Hes classless and it shows in these interviews but Ill take this over the other options This is bad but not worse if you YouTube creepy situations with Democrats one of whom was a fucking Vice President'],0
['He is sick'],1
['He is digusting'],1
['That mother fucker a predator  no respect for his own his own daughterwhat a scum bagthat lets u know money dont make u no better his a predator sick fuck'],0
['Its amazing the things people are willing to overlook This individual is a PIG  How can anyone think otherwise'],1
['they definitely fucked'],1
['Is america great again'],1
['I dont understand why she hasnt run away from home 2 be perfectly honest'],1
['This just in to our newsroom '],1
['TRUMP GRABS DAUGHTER BY THE PUSSY'],1
['Join us at 600 for the Barron Report A look into the dark world of parental pedophilia'],1
['For a young kid to actually ask that she be allowed to call her daddy in the middle of the day while at grade school or any grade really is really odd especially if they had this fake close relationship they brag about  I cant recall any kids during my school age years that acted like that  Which only points out to her extreme parental abandonment abuse she must have endured from as a kid'],0
['This guy is your president Says alot about those who voted for him The man is a creep'],1
['lol our president wants to fuck his daughter way to go trump votersno seriously youre trashy morons'],1
['votes for Hillary'],0
['totally nepotism'],0
['Eww'],0
['This country has become so partisan people will overlook the most depraved transgressions as long as their party wins My father voted for Trump and I cannot discuss it with him without my blood boiling I remember when Fox news could not stop talking about how unpresidential it was when Obama put his foot on the desk in the Oval Office That pales in comparison to anything Trump has done yet here they are today defending his every action Imagine if Obama had shook hands with Putin and blamed only America for our sour relations with Russia The talking heads over at Fox would have exploded The hypocrisy is suffocating All politics aside Trump is a discusting vile petty human being and the people who put him in office should be ashamed to reducing America to the laughing stock of the world'],1
['Sicko '],1
['Hes a very very very sick man and you people voted him in'],1
['Not nice'],1
['people need to just believe its happened already'],1
['for you stupid and pervert people out there he is just commenting on his daughters beauty and nothing more  if YOU take it to the perverse side YOU are the evil one not trump dont be childish'],1
['How can a man talk about his daughter like that No wonder he stick s up for pedophiles'],1
['trump wants to have sex with daughter he always has  Some of pictures from past are VERY DISTURBINGwhat a pervert'],1
['How does Ivanka feel I want to hang myself from embarrassment just hearing it Trump has been spoiled his whole life One ass kicking in high school would have done him a lot of good How people can see this little worm as a mans man is beyond me'],0
['i dont like trump but this is a clear example of how the media forces you to appear in a particular wayits just  a joke if it turns out to be awkward'],1
['Devil in flesh right there'],1
['wonder if he talked about Tiffany that waygrossed her outthats why he doesnt care for her probly grabbed her ass a lot disgusting those comments make ivanka sound like a whore not funny'],1
['2 trumps 1 cup'],1
['american Saudis I like I love king salman Prince crown and Saudian please please please help me ten sports 9 I need jobs in the Saudi rayadh city please help me dunal trump John americaan wait'],1
['Wow After hinting at or saying it not once not twice but 45 times Im beginning to think he wants to do his own daughter Sadly poor Tiffany got left out of the Trump fantasy'],1
['wtf nggaaaa noooooooo'],1
['What the hell did he mean about he and her having sex in common'],0
['After kissing Obamas ass for two terms how can anything this news channel drums up have any credibility Its like the National Empnquirer'],0
['httpsyoutubeDfGpBUGVk'],0
['Bring her to khober court to be dependable queen Flow resistance to doomsday time date with all world'],0
['alanoodorg resistance'],1
['mbcfm'],0
['CIA screen'],0
['isrealpm'],0
['IVANKS THERE YOU HAVE IT TRUMP SAYING WHAT HE HAD IN COM WITH IVANKA SEX'],0
['I dont support trump but yall need to realize hes joking even tho its very inappropriate'],0
['Keep trying CNN Howard stern said it fake news again'],0
['So gross'],1
['Only like minds voted for this man lol'],1
['Tshirt Trump mariachi '],1
['httpswwwamazoncomgprhtmlC1I458DSCGCKNAK2PCQ3MKA4H5JVMurnrtnmsg2018071705094587ec432b88e24d2c8a40310440f0p0naR1VYNE1R7I7P5GTCUhttps3A2F2Fwwwamazoncom2Fdp2FB07FMXPS1W3Fref3Dpe2196150146773810HMVDW01GQH2EE3SFAVOMCO4JG5HOArefpe2196150146773810'],0
['Its fucking sad that people support this man how can you overlook his moral behavior forget the whole oh hiliary was worse to vote for excuse this man is a monster'],1
['He loves his daughter'],0
['TRUMP PERVERT'],1
['Fake news'],0
['Hes a creep for sure  I wouldnt put it past this piece of garbage that hes spent some quality time with his own daughter  This is a very very sick fucking individual and it just shows how sick this nation has become'],0
['Ivanka its 8 PM do you know where the migrant children are'],1
['Ivanka will be your hopefully first woman president Shes not no she is not nosi Or perhaps for all that likes religion we can go si directly with the Pope and you know how many pecorine we can get away with cause it isnt a seanfull manner Get it'],1
['Add pervert to his list of immoral acts'],1
['8645'],0
['CNN SUX Fake News'],1
['shes nice i cant belive shes been a sperm inside donald trump ballsack'],1
['What in Gods name'],0
['New York Attorney General Barbara Underwood is suing the Donald J Trump Foundation and its directors President Trump Donald Trump Jr Ivanka Trump and Eric Trump Underwood alleges a pattern of persistent illegal conduct over more than a decade which includes extensive unlawful political coordination with the Trump presidential campaign'],1
['FAKE NEWS'],0
['She is very smart'],1
['What piece of work Gross'],1
['They are crude jokes but that doesnt mean he has molested her Some dads have crude senses of humor and say gross things around their daughters especially if they are infatuated with their daughters but also hang out with a lot of crude men He just doesnt know his verbal boundaries and he should really respect his daughter more when he opens his mouth because it seems to make her feel a bit uncomfortable But this doesnt MEAN anything necessarily other than that he needs to close his mouth sometimes'],1
['Sick thing to realize the Trump family is somewhat similar to the Lannisters in Game of Thrones Both are extremely rich and Donald Jaime is related to IvankaCersei who has three children  Joffery Myrcella Tommen supposedly with Kusher Robert Baratheon'],1
['The man speaks from the heartthats  true'],1
['This is not breaking news Everybody know trump and Ivanka having sex They just had a baby together'],1
['See how these bastards try to turn this man into a spectical instead of focus on what he can and is doing for the country and back him up Yeah he recognizes that his beautiful daughter is a real dish So what'],1
['All I heard was a bunch of bullshit coming out her mouth and into that womans ear'],0
['What a great President'],1
['How can a woman laugh off her father talking  pervy like that to her id be disgusted'],0
['Incest is best for trump brood'],1
['i would like to dangle my Balls on Her chin'],1
['He is one perverted sick man All the women that has accused Trump of sexual misconduct are all liars according to him Anyone else would be under investigation'],1
['Keep it in the fam  Fat Pig '],1
['Holy sht   xD'],1
['donald told teen ivanka to get breast implants to further her modelling career'],1
['I think he wants his daughter'],1
['He moved on her like a bitch and grabbed her pussy'],1
['I wonder how far trump and ivankas relationship really goes  Looking at him with her much younger turned me stomach  Hes such a '],1
['Strange Things About The Trumps   Johnson Parody '],1
['This guy is sick'],1
['There is no difference between trump and animals'],1
['Yes People Our Commander and Chief of the United States of America'],1
['What the Hell happened to people'],0
['Wait we only had two choices'],1
['Millions of people in the US'],1
['I dont get it'],0
['Its called electra complexa man  thinks of his daughter as his wife'],1
['Its really sad what some people will tolerate for a little extra money in their pocket seriously'],1
['lookin good girl'],0
['Any 1 else fap to this'],0
['I wouldnt be shocked if we find out one day they frequently had sexual relations together That family of trumpholes look so odd that his mother might also be his biological aunt That or they once lived above a nuclear waste siteThey are mutant trumpstains on the skibbies of america'],1
['THIS IS SOO CRINGE HAHAHAHA'],1
['Ty'],0
['wow and this f dude is President wtf is going on'],1
['CNN what a joke'],1
['I was going to say sex What the fuck Donald'],1
['There is no way in hell the word sex should pop into s fathers head when he thinks of his daughter'],0
['Its not incest its wincest amirite '],1
['Narcissists see their children as objects Ivanka is the golden child the chosen one'],1
['And Melania doesnt seem to give a fuck hahahaha that whole family is fucked updam'],0
['This man is sick its is daughter'],1
['Ivanka vs SamanthaIvanka beautiful intelligent integrity classy  Samantha ugly stupid liar vulgar'],1
['Man Id have to move out'],1
['Did he say him and his daughter have sex in common'],0
['A fondness for beautiful women is a bisexual thing I for one see nothing wrong with Trumps comments about his daughter because I know where hes coming from I used to change my nieces diapers Today i tell them they are gorgeous and hot all the time I doesnt mean i want to fuck them Get your heads out of the gutter CNN'],0
['125'],0
['Whats the one thing you have in common with your daughter'],1
['Trump sex'],0
['waaaaaaaaa Hows that even remotely okayeven as  joke'],1
['Melania need to be careful her sick so called husband is in love with his sick daughter shes an airhead she think its funny do you see how touches his own daughter hes a dog is he screwing her he said they have sex in common hes such an ass'],0
['Scandals are coming just wait'],1
['Wtf hes a perv'],0
['Ivanka is hot whats wrong with that'],1
['If my brother said things like this about his own daughter not only would i call the authorites to investigate but he wouldnt be allowed in my house or near my kids Let alone given the responsibility to run my country'],1
['What a tool'],1
['THATS FUCKING WEIRD'],0
['Shes your daughter not your girlfriend SO STOP TREATING HER LIKE A GIRLFRIEND'],1
['WHAT A FUCKED UP FAMILY HAHAHA'],1
['this dude is president  hahahahaha'],1
['Look at how fucked up our current president is'],1
['How does it feel to be genuinely shameless really'],1
['How big of a daughter fucker he islol '],1
['Hrs a child molester arw did you all forget again Hes a TRAITOR'],1
['Most white voters voted for Trump Most white women voters voted for Trump'],0
['sick fuck'],0
['donal bebek'],1
['NO FUCKING SHIT Its her daughter He tries to make her feel beautiful not sexually loved'],0
['She LAUGHS If my Papi ever said that about me he would NEVER Id puke not laugh Speaks volumes'],1
['ewwwwwwwwwwwwww'],0
['Do you realize your mistake now America'],1
['Found it funny Sex they have in common it s true of course she has sex with her partner he with his partner like every other adult person in a partnership in the room and in the world'],0
['When is he going to be admit to everyone that he clearly wants to have sex with his daughter He clearly does want to have his sex with her And I hope the disgusting rumors about the two of them are true'],1
['Fucking hell hes a peadofile as well as being a fat lying slob'],0
['I really hope Donald Trump burn in hell like I hope when he get barried in his casket I hope the casket catch on fire'],1
['How sick is this man He speaks of his own daughter as if she were his paramour'],1
['May be they are doing it with each other and her mother also joins them'],1
['WOWTalk about a bunch of sour pus losers an hatersI just read the comments here an its honestly hard to believethese writting came from ANY Americansits obvious the majority of you commenting were raised in whats now an inner city commonalitythe single parent home meaning you grew up without the love and support of a nurturing  fatherhad you your comments for the most part would be much different  I feel sorry for you loss an your ignorance '],1
['tobias   best pray our paths never cross little man'],1
['Can you blame him'],1
['oh shut up   the girls beautiful hes totally proud of her and how she carries herself   and her looks etches been with some absolutely beautiful women as well an hes simply complimenting her  grow up people  '],0
['What the fuck is wrong with you White People  You have no problem throwing Bill Cosby under the bus for supposed assault with Mature Adult Women yet when the president of the most powerful nation of the world thinks about his daughter is such a warped way you give him a goddamn free pass time and time again  I mean seriously what is wrong with you White people'],1
['if my dad talked about meto me like thisi would not want to be in the same room alone with him let alone touch me at all ever no matter what way you look at this its wrong if you disagree explain'],0
['Why isnt this recessive Pinkskin in  prison'],1
['Trump 2020'],1
['But can you blame him '],1
['And you people vote for that sick bastard What the fuck is wrong with you'],1
['Trump If she werent my mom Id probably be dating her '],1
['This is how equally this gross Trumps line of reasoning is Were talking direct blood relation'],1
['Theres a reason Trump keeps testing the waters bringing up sex with his daughter Its like somebody flirting with a cousin but they refrain from going that route because it would be social suicide but they still leave the door open just a crack to see if they bite'],1
['I bet 1 million dollar donald trump has sex with ivanka '],1
['Wheres bleach'],1
['Wow are they  father daughter or are they bf and gf'],1
['Hes just a dad  flexing his sexy daughter on these ugly hoes '],0
['There is same weird shit going on in there family And donald trump defiantly do have dirty mind toward hes hot daughters I bet he have hundred times jerk off over her panties'],1
['Just remember folks next time you vote this Orange small hand idiot is the preferred guy among the Evangelicals LOL Fuck religion stupid shit this is why I cant take that religious fairy tale bullshit seriously '],1
['I wonder if Donald has seen Ivanka Naked post 18 birthday I think he has peeped on her a few times she is a hot pink pussy piece of ass I wonder if Donny banged her already Hm I wouldnt be surprised he basically tells you in this video that he would fuck the shit out of her if she wasnt his daughter  LOL LOL LOL MAGA '],1
['She is thick and beautiful but trump needs to chill'],1
['Hes been sexually assaulting since she was about 9 and still does No question that shes his favorite'],1
['Ivanka is so much better than TrumpI feel so bad for her'],0
['I guarantee you when she was younger and even now he has raped her and done terrible things to her we can not forget about the shit he says and cant let it just blow over he is the president now and its sickening'],1
['Just here to see why CNN is completely failing'],0
['The fkn fake Christians if they read their bibles and meditate  they should realize what happened to sodoma and Gomorrah  When devil Trump does his own daughter and fake Christians are OK with that What Would Jesus Do Grab women by the puss Trump retards are OK with that'],1
['This is your president Damn'],1
['SAD'],0
['For some reason the dumbest comments are always found in cnn comment sections'],1
['Disgustingjust Disgusting  AMERICA how did you do'],1
['Just disgusting he is sexually lookinh at his daughter and its ok'],1
['The evangelicals churches supporting him'],1
['Wooow now I know why too  much child molesters in there tooFUCKING CREEPY'],1
['Cant he just joke around I men hes trying to complet hes daughter hes not very got at it bit he can clean up his act give him a chance you guys try being President'],1
['Sickening make me throw up'],1
['Trump  dreams of having sex with his daughter and he thinks it is just fine too'],1
['2018 Mid Term Elections VOTE'],0
['I dont know if he is a doting parent or an overprotective dad but i know he loves his daughter'],0
['did he seriously say sex hes not even ashamed'],0
['Im willing to bet he might have accidentally sent his daughter dirty text messages and maybe a pic of that tiny orange baby dick before Of course it was an accident unless she liked it'],1
['Ole Donald cant seem to contain his lust for his daughter even in public hes lusting after her And yeah he would nailthe girlif he hasnt already'],1
['What father talks about his daughter in that waysickening'],1
['Trump main focus make insest legal'],1
['If Kim Jong Un said the same thing about his child the USA would have used it as an excuse to go war against the incestuous dictator'],1
['EEEWWWW WTH WTF MAN'],0
['Sick I want to kill myself to'],1
['Disgusting pig'],1
['Ivankas the sugar coating on shit The coating is so thick hes actually spelunking deep inside candy mountain Meanwhile Trump supporters buzz with delight while getting high on the fermenting shit fumes his shithouse emits Sad'],0
['i think he fvcked his daughter wouldnt suprise me at all'],1
['Trump makes Bill Clinton look like a Choir Boy'],1
['Hes a baby raper his own children sick very sick so wrong'],1
['America  Fuck ya  No wonder there all dumb as fuck there all inbred as fuck'],1
['Dumb Donald Talking About Dating His Daughter Is Named After E 40s Label Sick With It'],1
['Ya and believe it or not he used to work part time at Macys as Santa Claus about twenty five years ago wtf '],0
['Pet ta file '],1
['Creep I would fuck up anyone of my buddies who said that about their kids We dont need more fucked up people in this world taking out their frustrations on the kids'],1
['She is  Hot and any real man would love to bang her any ageprobably get lots of shill shite for that commentTrolled ya'],1
['Ivanka is a Stunner   whether 15yo or 50yo she is beautiful'],1
['Hes so sick'],1
['I know he didnt just say sex if my dad ever said that I would have blocked his ass and went to Mexico'],1
['020 WTF'],0
['i dont even want to know what went on when she was a child  omg'],1
['128what'],1
['thats total bullshit she knows he has no respect for women shes just saying that cus she was abused by him shes obviously gunna cover for him'],0
['devil in disguise sexist and mentally challenged bigot Pervertent of US should be proud of what you have this term hahaha worse than Trudeau now thats a crime'],1
['Oh please hes been molesting her since before she had pubes'],1
['Ivanka is eager and willing to be the High Profile First Daughter for personal gains Without qualifications she has been the senior staff at White House Thus it is open season for media to hold her accountable This comes with the territory If she cannot take the heat then she should leave the kitchen'],0
['The things they have in common is that they have shared bodily fluid because HE FUCKED HER'],1
['The ones with dirty minds take it the wrong way I think my son is the most perfect handsome boy in the world What is wrong with that'],1
['Fg dirty old man  the president of the United State wow'],1
['Ivy league businesswomanNOT'],1
['Good leader loves humanity not publicity'],1
['Kill me now'],0
['I wouldnt be if he has been molesting her since she was a teenager'],1
['Why would he say they have sex in common'],1
['why dont you make her then 10 million souls as perday all capable of storm weapons climate fighters at the standard of american armenian Hurricaneswhy speak so much of Fucking without determined Plans'],0
['He belongs in Alabama'],1
['If she wasnt my daughter'],0
['BINGO'],0
['Sick'],0
['Fake news theres a lot of a fake news that the spreading and spreading and spreading and spreading fake news about me'],0
['Thats disgusting I would never treat my baby girl like that'],0
['Rotten Family Apples all of them'],1
['djts parents should be dug up from their graves and their remains studied to find out how the hell they produced a PIG with human features which they named donald j trump  Amazingly disgusting'],1
['I cant say anything good about that man Hes a lying narcissistic racist'],1
['Yeah  he has total respect for women by grabbing them by the you know what LOL'],0
['She  is not his daughterthats why he wants to gangbang her'],1
['Hes just saying shes beautiful you AHoles '],1
['Is Ivanka the most beautiful woman alive'],1
['This peace of shit will just dry up and blow away SOON'],0
['He is honestly disgusting and I would feel uncomfortable around him if he was my dad'],1
['Trump is a pig'],1
['Hahahahhahahaaha yes'],0
['Trump made these comments about his daughter and still became president thanks to hillbillys that go to family reunions to pick up women they voted for one of there own'],1
['This president reflects accurately of the intellect of the people who elected him Thank God I dont live in the US'],1
['I wonder what Ivankas ass smells like'],1
['If you could look at this man and think thats a good president then shame on you It is disgusting that he thinks of his own daughter is hot its fucking disturbing and as they say you support a sexist or racist then you are one'],0
['Comrade Trump believes the republicon adage that incest is best'],1
['sick'],0
['I thought what he said on the View he was joking Ivanka even braced herself for whatever he was about to say'],1
['House Trump should be renamed Lannister'],1
['Im sure you liberals would be cool with it tho if it was a homosexual incest relationship like Hilary and Chelsea ya freaks'],1
['And yet he became the president How the hell  did that happen Said all that straight out on camera All the things he said n done some people r still too blind n hes their roll model shfm'],0
['koria has been studing us grounds 4 a long time hes supid war wize n heal get us all killed by radation'],1
['Sick bastard Smh'],1
['god hes so revolting but then she is too'],1
['Sick Dog talks like that about his daughter and then the US votes him for presidentshows how US is preparing for Doom'],1
['Shes the daughter of a rich man thats all'],1
['Makes my skin crawl'],1
['Such a Sad and despicable old man he needs to pull his nuts up from between his knees and go to sleep  Hopefully ETERNALLY'],1
['I would be scared to grow up in the same house as this guywhat kind of father talks like that his little girlgosh'],1
['Im sure he would shag his own daughter  This man is wrong and twisted In fact i wonder if he hasFucking sex case'],0
['Look if Ivanka doesnt give a shit about how daddy is calling her ass then just leave the whole thing alone'],0
['What kinda father says his daughter is a nice piece of ass'],1
['Publicly as well too'],1
['Whats more disturbing is she didnt think it was wrong'],1
['So 1 or both are mentally retarted'],1
['What did Donald mean by answering sex the things he had in common with Ivanka'],0
['i dont get his bullshit'],0
['take a joke  haters TRUMP thinks he is funny  Shame nobody can make a bad joke  boo hoo  your butthurt is throbbing up   I cringe when parents say their kids are adorable or cute '],1
['I can see through these old pictures that shes definitely had some work done'],1
['what the fuck Jesus whats wrong with trump omg'],0
['judge for yourself'],1
['trump did nothing wrong fuck you cnn youre pathetic'],1
['Everything about Trump makes my skin crawl'],1
